,Orthomyxoviridae,Flaviviridae,Herpesviridae,Papillomaviridae,Retroviridae,Paramyxoviridae,Arenaviridae,Polyomaviridae,Coronaviridae,Poxviridae,Parvoviridae
Q9NRJ4,0,0,0,0,0,0,0,0,0,0,0
Q8IXJ9,1,1,0,0,0,0,0,0,0,0,0
O75095,0,1,0,1,0,0,0,0,0,0,0
Q7Z3T8,0,0,0,0,0,0,0,0,0,0,0
Q7Z460,1,0,0,1,0,0,0,0,0,0,0
Q96NW7,0,1,0,0,0,0,0,0,0,0,0
Q8TEK3,0,0,0,0,0,0,0,0,0,0,0
O75093,0,1,0,0,1,0,0,0,0,0,0
Q9BVV6,1,0,0,0,0,0,0,0,0,0,0
P35573,1,0,0,0,0,0,0,0,0,0,0
O94916,0,0,0,0,1,0,0,0,0,0,0
Q9BX26,0,0,0,0,0,0,0,0,0,0,0
Q96JP2,0,0,0,0,0,0,0,0,0,0,0
Q5RHP9,0,0,0,0,0,0,0,0,0,0,0
Q96F81,0,0,0,0,0,0,0,0,0,0,0
Q14146,0,0,0,0,0,0,0,0,0,0,0
Q8N3D4,0,0,0,0,0,0,0,0,0,0,0
Q92547,0,0,0,1,0,0,0,0,0,0,0
O15085,0,0,0,0,0,0,0,0,0,0,0
Q8TER5,0,0,0,0,0,0,0,0,0,0,0
O43379,1,0,0,0,0,0,0,0,0,0,0
Q5QGS0,0,1,0,0,0,0,0,0,0,0,0
Q8N2Y8,0,1,0,0,0,0,0,0,0,0,0
Q9P2D6,0,1,0,0,0,0,0,0,0,0,0
O60336,0,0,0,0,0,0,0,0,0,0,0
P07814,1,0,1,0,1,1,1,0,0,0,0
Q14004,1,0,0,0,0,0,0,0,0,0,0
Q13233,0,0,0,0,0,0,0,0,0,0,0
Q9ULD9,0,0,0,0,0,0,0,0,0,0,0
Q8TEQ6,1,0,0,0,1,0,0,0,0,0,0
Q9Y4B6,1,0,1,0,1,0,0,0,0,0,0
P57071,0,0,0,0,0,0,0,0,0,0,0
P39880,0,0,0,0,0,0,0,0,0,0,0
Q9Y2I1,1,0,1,0,0,0,0,0,0,0,0
Q8IWU2,0,0,0,0,0,0,0,0,0,0,0
Q9UKJ3,1,1,0,0,0,0,0,0,0,0,0
Q5THR3,0,0,0,0,0,0,0,0,0,0,0
Q04656,0,0,0,0,0,0,0,0,0,0,0
Q9NRY4,0,0,0,1,0,0,0,0,0,0,0
P05997,0,0,0,0,0,0,0,0,0,0,0
Q86UU0,0,0,0,0,0,0,0,0,0,0,0
P42695,1,0,0,0,1,0,0,0,0,0,0
Q08378,0,0,0,0,0,0,0,0,1,0,0
Q8IWB6,0,0,0,0,0,0,0,0,0,0,0
Q9UMD9,0,0,0,0,0,0,0,0,0,0,0
Q5VYS8,0,1,0,1,0,0,0,0,0,0,0
Q9P267,0,0,0,0,0,0,0,0,0,0,0
Q86X10,0,0,0,0,0,0,0,0,0,0,0
Q03468,1,0,0,0,0,0,0,0,0,0,0
Q8IVE3,0,0,0,0,0,0,0,0,0,0,0
Q9ULL8,0,0,0,0,0,0,0,0,0,0,0
Q96QZ7,0,0,0,1,1,0,0,0,0,0,0
Q9NYV4,0,0,0,0,0,0,0,0,0,0,0
Q9Y4E6,0,0,0,0,0,0,0,0,0,0,0
Q08AD1,0,0,1,0,0,0,0,0,0,0,0
Q13428,1,1,0,1,1,0,0,0,0,0,0
O60306,0,1,0,0,0,0,0,0,0,0,0
Q13224,0,0,0,0,1,0,0,0,0,0,0
Q9BXF3,0,0,0,0,0,0,0,0,0,0,0
Q9UIG0,0,1,0,0,1,0,0,0,0,0,0
Q6AHZ1,0,0,0,0,0,0,0,0,0,0,0
P13569,0,0,0,0,0,0,0,0,0,0,0
Q9BQS8,0,0,0,0,0,0,0,0,1,1,0
Q14C86,0,0,0,0,0,0,0,0,0,0,0
A6NC98,0,0,0,0,0,0,0,0,0,0,0
P49790,1,1,0,1,1,0,0,0,0,0,1
P01023,0,0,1,0,1,0,0,0,0,0,0
Q9C000,0,0,0,0,0,0,0,0,0,0,0
Q5SXM2,1,0,0,0,0,0,0,0,0,0,0
Q5SNV9,0,0,0,0,0,0,0,0,0,0,0
Q9Y4B4,0,0,1,0,0,0,0,0,0,0,0
P02461,0,0,0,0,0,0,0,0,0,0,0
Q15596,0,0,1,0,1,0,0,0,0,0,0
A0JNW5,0,0,0,0,0,0,0,0,0,0,0
Q99590,0,0,0,0,0,0,0,0,0,0,0
P09884,0,0,1,1,0,0,0,1,1,0,0
P30414,0,1,0,0,0,0,0,0,0,0,0
Q6ZNL6,0,0,0,0,0,0,0,0,0,0,0
Q96RY7,0,0,0,0,0,0,0,0,0,0,0
Q5VT52,0,0,0,0,0,0,0,0,0,0,0
Q92859,0,0,0,0,0,0,0,0,0,0,0
Q9BXM0,0,0,0,0,0,0,0,0,0,0,0
Q96Q04,0,0,0,0,0,0,0,0,0,0,0
Q9UPV0,0,0,0,0,0,0,0,0,0,0,0
O95490,1,1,0,0,0,0,0,0,0,0,0
P63135,0,0,0,0,0,0,0,0,0,0,0
Q6P1J6,0,0,0,0,0,0,0,0,0,0,0
Q9ULI0,0,0,0,0,0,0,0,0,0,0,0
P22897,0,0,0,0,1,0,0,0,0,0,0
O15360,1,0,0,0,0,0,0,0,0,0,0
O60244,0,0,0,0,0,1,0,0,0,0,0
Q5T9S5,0,0,0,0,0,0,0,0,0,0,0
Q9UHC1,1,0,0,0,0,0,0,0,0,0,0
Q6ZRR7,0,0,0,0,0,0,0,0,0,0,0
Q9BXW9,1,1,0,0,0,1,0,0,0,0,0
Q96P48,0,1,0,0,0,0,0,0,0,0,0
Q6ZP82,0,0,0,0,0,0,0,0,0,0,0
O14924,0,0,0,1,0,0,0,0,0,0,0
Q9NTI5,0,0,0,0,1,0,0,0,0,0,0
Q13635,0,0,0,0,0,0,0,0,0,0,0
Q68CZ2,0,0,1,1,0,0,0,0,0,0,0
Q6YHK3,0,0,0,0,0,0,0,0,0,0,0
Q6ZUB1,0,0,0,0,0,0,0,0,0,0,0
Q2M1Z3,0,0,0,0,0,0,0,0,0,0,0
Q5VXU9,0,0,0,0,0,0,0,0,0,0,0
Q10570,1,1,0,0,0,0,0,0,0,0,0
Q9C0A6,0,0,0,1,0,0,0,0,0,0,0
Q96T23,0,1,0,1,0,0,0,0,0,0,0
Q15262,0,0,1,0,0,0,0,0,0,0,0
Q7Z591,0,0,0,0,0,0,0,0,0,0,0
P30622,1,1,1,0,0,0,0,0,0,0,0
Q12769,1,1,0,0,1,0,0,0,0,0,0
Q6F5E8,0,0,0,0,1,0,0,0,0,0,0
A2PYH4,0,0,0,0,0,0,0,0,0,0,0
Q76L83,0,0,0,0,0,0,0,0,0,0,0
Q9Y2L5,0,0,0,0,0,0,0,0,0,0,0
Q711Q0,0,0,0,0,0,0,0,0,0,0,0
Q7Z5J8,0,0,0,0,0,0,0,0,0,0,0
Q6PFW1,0,0,0,0,0,0,0,0,0,0,0
Q14191,0,0,1,0,1,0,0,0,0,0,1
Q12816,1,0,0,0,0,0,0,0,0,0,0
Q8WXD9,0,0,0,0,0,0,0,0,0,0,0
P53355,1,0,0,0,0,0,0,0,0,0,0
Q6ZV73,1,0,0,0,0,0,0,0,0,0,0
Q9H6S0,0,1,0,1,0,0,0,0,0,0,0
O75882,1,0,0,1,0,0,0,0,0,0,0
Q9ULJ7,0,1,1,0,0,0,0,0,0,0,0
Q8N3P4,0,0,0,0,0,0,0,0,0,0,0
Q14207,0,0,0,0,0,0,0,0,0,0,0
Q76LX8,0,0,0,0,0,0,0,0,0,0,0
O75161,0,0,0,0,0,0,0,0,0,0,0
O95405,0,0,0,0,0,0,0,0,0,0,0
Q4ADV7,0,0,0,0,0,0,0,0,0,0,0
Q76I76,0,0,0,0,0,0,0,0,0,0,0
Q9ULM3,0,0,1,0,0,0,0,0,0,0,0
Q2V2M9,0,0,0,0,0,0,0,0,0,0,0
Q86US8,0,0,0,0,1,0,0,0,0,0,0
Q68DA7,0,0,0,0,0,0,0,0,0,0,0
P54132,0,1,1,1,0,0,0,0,0,0,0
Q9BZF9,0,1,0,1,0,0,0,0,0,0,0
Q8TER0,0,0,0,0,0,0,0,0,0,0,0
Q96PC5,0,1,0,0,0,0,0,0,0,0,0
B1AJZ9,0,0,0,0,0,0,0,0,0,0,0
Q15075,1,0,0,0,0,0,0,0,0,0,0
O15040,0,0,0,0,0,0,0,0,0,0,0
Q7Z3K3,0,0,1,1,0,0,0,0,0,0,0
Q9P2E9,1,1,1,1,0,0,1,0,0,0,0
P35125,0,0,0,0,1,0,0,0,0,0,0
P82279,0,0,0,0,0,0,0,0,0,0,0
Q86YV5,0,0,0,0,0,0,0,0,0,0,0
Q9NXG0,0,0,1,0,0,0,0,0,0,0,0
Q92954,0,0,0,0,0,0,0,0,0,0,0
Q13075,0,0,0,0,0,0,0,0,0,0,0
Q5TB80,0,0,0,0,0,0,0,0,0,0,0
Q15021,1,0,0,0,1,0,0,0,0,0,0
Q6P2E9,1,0,0,0,1,0,0,0,0,0,0
O15550,0,0,0,0,0,0,0,0,0,0,0
Q04912,0,0,0,0,1,0,0,0,0,0,0
Q9BY12,0,0,0,1,0,0,0,0,0,0,0
Q5JY77,1,1,1,0,0,0,0,0,0,0,0
Q8WWL7,1,1,0,0,1,0,0,0,0,0,0
Q92628,0,0,0,0,0,0,0,0,0,0,0
P42704,1,0,1,1,1,1,0,1,0,0,1
Q9BWH6,1,0,0,0,0,0,0,0,0,0,0
A3KN83,0,1,0,0,0,0,0,0,1,0,0
Q9H2M9,0,0,0,0,0,0,0,0,0,0,0
Q9BXX2,0,0,0,0,0,0,0,1,0,0,0
Q9P2K9,0,0,0,0,0,0,0,0,0,0,0
O75694,0,0,0,0,1,0,0,0,0,0,0
P39059,0,0,0,0,0,0,0,0,0,0,0
Q9NS87,0,0,0,0,0,0,0,0,0,0,0
Q8NET4,0,0,0,0,0,0,0,0,0,0,0
Q6P158,0,1,0,1,0,0,0,0,0,0,0
Q9H7P9,0,0,0,0,0,0,0,0,0,0,0
Q96M83,0,0,0,0,0,0,0,0,0,0,0
Q9ULL1,0,0,0,0,0,0,0,0,0,0,0
P78357,0,0,1,1,1,0,0,0,0,0,0
Q8WX93,0,0,1,0,0,0,0,0,0,0,0
Q9UHN6,0,0,0,0,0,0,0,0,0,0,0
Q14152,1,1,1,0,1,0,0,0,0,0,0
Q9Y2I6,0,0,0,0,0,0,0,0,1,0,0
Q8NDG6,0,0,0,0,0,0,0,0,0,0,0
Q9ULI3,0,0,0,0,0,0,0,0,0,0,0
O75976,1,0,0,0,1,0,0,0,0,0,0
Q96HA7,0,0,0,0,0,0,0,0,0,0,0
Q86UU1,0,0,0,0,0,0,0,0,0,0,0
Q14112,1,1,0,0,0,0,0,0,0,0,0
Q8IY17,1,0,1,1,0,0,0,0,0,0,0
Q96K76,0,1,1,0,0,0,0,0,0,0,0
Q99683,0,0,0,0,1,0,0,0,0,0,0
Q6ZMQ8,0,0,0,0,0,0,0,0,0,0,0
Q9NRR4,0,0,0,0,0,0,0,0,0,0,0
Q8ND23,0,0,0,1,0,0,0,0,0,0,0
Q96Q06,0,0,0,0,0,0,0,0,0,0,0
O15013,1,0,0,0,0,0,0,0,0,0,0
Q5JR59,0,0,1,0,0,0,0,0,0,0,0
Q7Z478,0,0,1,0,0,0,0,0,0,0,0
Q9ULK4,0,0,1,0,0,1,0,0,0,0,0
Q5T7B8,0,0,0,0,0,0,0,0,0,0,0
P08123,0,0,1,0,0,0,0,0,0,0,0
Q2KHR2,0,0,0,0,0,0,0,0,0,0,0
O60885,0,0,1,1,1,0,0,0,1,0,0
Q6ZSZ5,0,0,0,0,0,0,0,0,0,0,0
P52701,1,1,1,0,0,0,0,0,0,0,1
Q9UKE5,0,1,1,0,0,0,0,0,0,0,0
Q9P266,0,0,1,0,0,0,0,0,0,0,0
Q92752,0,0,0,0,0,0,0,0,0,0,0
Q99570,0,0,0,0,0,0,0,0,0,0,0
A6NKG5,0,0,0,0,0,0,0,0,0,0,0
Q86UP2,0,1,1,0,0,0,0,0,0,0,0
P35968,0,0,0,0,1,0,0,0,0,1,0
Q8TEW0,0,0,0,0,0,0,0,0,0,0,0
Q12767,0,0,0,0,0,0,0,0,0,0,0
O60503,0,0,1,0,1,0,0,0,0,0,0
Q9ULU8,0,1,0,0,0,0,0,0,0,0,0
Q9P2D0,0,0,0,0,0,0,0,0,0,0,0
Q70CQ4,0,0,0,0,0,0,0,0,0,0,0
O15016,1,0,0,0,0,0,0,0,0,0,0
Q9BZ72,0,0,0,1,0,0,0,0,0,0,0
Q9UPX0,0,0,0,0,0,0,0,0,0,0,0
A4D1E1,0,0,0,0,0,0,0,0,0,0,0
Q9BZA7,0,0,0,1,0,0,0,0,0,0,0
Q6ZU65,0,0,1,0,0,0,0,0,0,0,0
O94856,0,0,0,0,0,0,0,0,0,0,0
Q8IZF2,0,0,0,0,0,0,0,0,0,0,0
Q9H0D2,0,0,0,0,0,0,0,0,0,0,0
Q9H6K5,0,0,0,0,0,0,0,0,0,0,0
Q2M1P5,1,1,0,0,0,0,0,0,0,0,0
P21860,0,0,1,0,0,0,0,0,0,0,0
Q8NEZ3,0,0,0,0,0,0,0,0,0,0,0
Q9H4Z2,0,0,0,0,0,0,0,0,0,0,0
Q9UKV3,1,1,0,0,1,0,0,0,0,0,0
Q9Y4E1,0,0,0,0,0,0,0,0,0,1,0
O75129,0,0,0,0,0,0,0,0,0,0,0
Q9HAW4,0,0,0,0,0,0,0,0,0,0,0
O15067,1,0,0,0,1,0,0,0,0,0,0
Q06278,0,1,0,0,0,0,0,0,0,0,0
Q96PE1,0,0,0,1,0,0,0,0,0,0,0
Q9HC77,0,0,1,0,0,0,0,0,0,0,0
Q9Y4H2,1,0,0,0,0,0,0,0,0,0,0
Q12913,0,0,0,0,0,0,0,0,0,0,0
Q9C0J8,1,1,1,0,0,0,0,0,0,0,0
Q8N6C5,0,0,0,0,0,0,0,0,0,0,0
Q8NHM5,0,0,0,0,0,0,0,0,0,0,0
Q9UPT6,0,0,0,0,0,0,0,0,0,0,0
Q8TE82,0,0,0,0,0,0,0,0,0,0,0
Q8N122,1,0,0,0,0,0,0,0,0,0,0
Q6ZU69,0,0,0,0,0,0,0,0,0,0,0
Q9HCH0,0,0,1,0,0,0,0,0,0,0,0
Q07889,0,0,0,0,0,0,0,0,0,0,0
O95163,1,0,0,0,0,0,0,0,0,0,0
Q14005,0,0,0,0,0,0,0,0,0,0,0
Q7Z494,0,0,0,0,0,0,0,0,0,0,0
Q9BQG0,1,1,1,0,1,0,0,0,0,0,0
Q9NVI1,1,1,0,0,0,1,0,0,0,0,0
Q56UN5,0,0,0,0,0,0,0,0,0,0,0
O95271,0,0,1,0,0,0,0,0,0,0,0
Q9H582,1,0,0,0,0,0,0,0,0,0,0
Q6TFL3,0,0,0,0,0,0,0,0,0,0,0
Q9H9J4,0,0,0,0,0,0,0,0,0,0,0
Q9NSC2,0,0,0,0,0,0,0,0,0,0,0
Q96RG2,1,0,0,1,0,0,0,0,0,0,0
Q68CQ1,0,0,0,0,0,0,0,0,0,0,0
Q14CM0,0,1,0,0,0,0,0,0,0,0,0
Q7Z589,0,0,0,0,0,0,0,0,0,0,0
Q8IZU2,0,0,0,0,0,0,0,0,0,0,0
Q9Y4C1,0,0,1,0,0,0,0,0,0,0,0
O14594,0,1,0,0,0,0,0,0,0,0,0
Q9Y2K2,0,0,0,1,0,0,0,0,0,0,0
O95342,0,0,0,0,0,0,0,0,0,0,0
Q5TCY1,0,0,0,0,0,0,0,0,0,0,0
Q10571,0,0,0,0,0,0,0,0,0,0,0
Q8NDW8,0,0,0,0,0,0,0,0,0,0,0
P46934,0,0,1,0,1,0,0,0,0,0,0
O94966,0,1,0,0,0,0,0,0,0,0,0
Q5DID0,0,0,0,0,0,0,0,0,0,0,0
Q6P2S7,0,0,0,0,0,0,0,0,0,0,0
Q6ZUA9,0,0,0,0,0,0,0,0,0,0,0
Q96L93,0,0,0,0,0,0,0,0,0,0,0
Q9NRP7,0,0,0,0,0,0,0,0,0,0,0
Q5XPI4,0,0,0,0,0,0,0,0,0,0,0
Q9UMZ2,0,0,0,0,0,0,0,0,0,0,0
Q99700,1,1,1,0,0,0,0,0,0,0,0
Q6UXX5,0,0,0,0,0,0,0,0,0,0,0
Q92878,1,0,1,0,0,0,0,0,0,1,1
Q4LE39,0,0,0,0,0,0,0,0,0,0,0
Q9H7N4,0,0,0,0,0,0,0,0,0,0,0
O14976,0,0,0,0,1,0,0,0,0,0,0
P51816,0,0,0,0,1,0,0,0,0,0,0
Q96K83,0,0,0,0,0,0,0,0,0,0,0
Q9BYE9,0,0,0,0,0,0,0,0,0,0,0
Q68DX3,0,0,0,1,0,0,0,0,0,0,0
O75153,1,0,1,1,0,0,0,0,0,0,0
Q86UK5,0,0,0,0,0,0,0,0,0,0,0
P08575,0,0,0,0,1,0,0,1,0,0,0
P12821,0,0,0,0,1,0,0,0,0,0,0
O75533,1,0,1,1,1,0,1,0,0,0,0
Q9UPT8,1,1,0,0,0,0,0,0,0,0,0
Q0VF96,0,1,0,0,0,0,0,0,0,0,0
O95155,0,0,0,0,0,0,0,0,0,0,0
Q9NZW4,0,0,0,0,0,0,0,0,0,0,0
Q9HCE3,0,0,0,0,0,0,0,0,0,0,0
O15090,0,0,0,0,0,0,0,0,0,0,0
Q6Y7W6,0,0,0,0,1,0,0,0,1,0,0
Q6P4R8,0,0,0,0,0,0,0,0,0,0,0
O60343,1,0,0,1,0,0,0,0,0,0,0
Q9C0C7,1,0,0,0,1,0,0,0,0,0,0
Q9H9B1,1,0,1,0,0,0,0,0,0,0,0
Q5JTH9,0,1,0,1,0,0,0,0,0,0,1
Q9UM54,0,0,0,0,0,0,1,0,0,0,1
Q502W6,0,0,0,0,0,0,0,0,0,0,0
Q9BX66,0,0,0,0,1,0,0,0,0,0,0
Q9C0C9,1,1,1,0,1,0,0,0,0,0,0
Q12766,0,0,0,0,0,0,0,0,0,0,0
Q15047,0,0,0,0,1,0,0,0,0,0,0
O15534,0,0,0,0,0,0,0,0,0,0,0
Q9NTJ3,1,1,0,0,1,1,0,0,0,0,1
A6NGG8,0,0,0,0,0,0,0,0,0,0,0
O14841,0,0,0,0,0,0,0,0,0,0,0
Q15468,0,0,0,0,0,0,0,0,0,0,0
Q4KMG0,0,0,0,0,0,0,0,0,0,0,0
Q96KN7,1,0,0,0,0,0,0,0,0,0,0
Q9P218,0,0,0,0,0,0,0,0,0,0,0
O43933,1,0,0,0,0,0,0,0,0,0,0
Q6WKZ4,0,0,0,1,0,0,0,0,0,0,0
Q14692,1,1,0,0,0,0,0,1,0,0,0
Q9UHF7,0,0,0,0,1,0,0,0,0,0,0
Q6EMB2,0,0,0,0,0,0,0,0,0,0,0
Q12770,0,0,0,0,0,0,0,0,0,0,0
O15118,1,0,0,0,0,0,0,0,0,0,0
O95428,0,0,0,1,0,0,0,0,0,0,0
Q14203,1,1,1,1,0,0,0,0,0,0,0
Q96F07,0,0,0,0,0,0,1,0,0,0,0
O00370,0,0,0,0,0,0,0,0,0,0,0
Q96C45,0,0,0,0,0,0,0,0,0,0,0
Q8IV33,0,0,0,0,0,0,0,0,0,0,0
Q6ZUT9,1,0,0,0,0,0,0,0,0,0,0
Q5TIA1,0,0,0,0,0,0,0,0,0,0,0
Q92797,0,0,0,0,0,0,0,0,0,0,0
Q5VU97,0,0,0,0,0,0,0,0,0,0,0
Q96ST3,0,0,1,0,1,0,0,0,0,0,0
Q13972,0,0,0,0,0,0,0,0,0,0,0
O60610,0,0,0,0,1,0,0,0,0,0,0
Q9HAU5,0,0,0,0,0,0,0,0,0,0,0
P11274,1,1,0,0,0,0,0,0,0,0,0
Q5KSL6,0,0,0,0,0,0,0,0,0,0,0
Q9UPN6,0,0,0,0,0,0,0,0,0,0,0
Q96PX9,0,0,0,0,0,0,0,0,0,0,0
Q08211,1,1,1,0,1,0,1,0,0,1,1
Q6VMQ6,0,0,1,0,0,0,0,0,0,0,0
Q9ULD2,1,0,0,0,0,0,0,0,0,0,0
Q13045,1,0,0,1,0,0,0,0,0,0,1
Q96RY5,1,0,0,0,0,0,0,0,0,0,0
Q00341,1,1,1,0,1,0,0,1,0,0,0
Q5JPE7,1,1,0,0,0,0,0,0,0,0,0
Q6ZT07,0,0,0,0,0,0,0,0,0,0,0
Q99707,0,0,0,0,1,0,0,0,0,0,0
Q562F6,0,0,0,0,0,0,0,0,0,0,0
P78312,0,0,0,0,0,0,0,0,0,0,0
P26640,1,1,1,0,0,0,0,0,0,0,0
Q8NE09,0,0,0,0,0,0,0,0,0,0,0
P41252,1,0,1,0,1,1,1,0,0,0,0
O95622,0,0,0,0,1,0,0,0,0,0,0
O75128,0,0,0,0,0,0,0,0,0,0,0
Q52LW3,0,0,0,0,0,0,0,0,0,0,0
P28290,0,0,1,0,0,0,0,0,0,0,1
P48553,1,0,0,0,0,0,0,0,0,0,0
Q8WXX7,0,0,0,0,0,0,0,0,0,0,0
Q96PY6,0,0,1,0,0,0,0,0,0,0,0
O15357,0,0,0,0,0,0,0,0,0,0,0
O14654,1,1,1,0,1,1,0,0,0,1,1
O75334,0,0,0,1,0,0,0,0,0,0,0
Q96NH3,0,0,0,0,0,0,0,0,0,0,0
Q1MSJ5,0,0,0,1,0,0,0,0,0,0,0
Q3T906,0,0,1,0,0,0,0,0,0,0,0
P15941,0,0,0,0,0,0,0,0,0,0,0
Q9UBS9,0,0,0,1,0,0,0,0,0,0,0
Q86SQ0,0,0,1,0,0,0,0,0,0,0,0
Q9UBZ9,0,0,0,1,0,0,0,0,0,0,0
Q14028,0,0,0,0,0,0,0,0,0,0,0
Q86VF2,0,0,0,0,0,0,0,0,0,0,0
Q2NKX8,0,0,1,0,0,0,0,0,0,0,0
Q8TDY8,0,0,0,0,0,0,0,0,0,0,0
Q96MR6,0,0,0,0,0,0,0,0,0,0,0
P29144,1,0,1,0,0,0,0,0,0,0,0
Q27J81,1,1,1,1,0,0,0,0,0,0,0
Q96HA1,1,0,1,0,1,0,0,0,0,0,0
Q9BX63,0,0,0,0,0,0,0,0,0,0,0
Q9UJ55,0,0,0,0,0,0,0,0,0,0,0
Q7Z6G8,0,1,0,0,0,0,0,0,0,0,0
O14727,0,0,0,0,0,0,0,0,0,0,0
O94885,1,0,0,0,0,0,0,0,0,0,0
P14543,0,1,0,0,0,0,0,0,0,0,0
P10745,0,0,0,0,0,0,0,0,0,0,0
A6NM62,0,0,0,0,0,0,0,0,0,0,0
Q15477,0,0,0,0,0,0,0,0,0,0,0
Q92833,0,0,0,0,0,0,0,0,0,0,0
Q6IQ55,0,0,0,0,0,0,0,0,0,0,0
Q96QP1,0,0,0,0,0,0,0,0,0,0,0
Q01814,0,1,0,0,0,0,0,0,0,0,0
Q6ZRQ5,0,0,0,0,0,0,0,0,0,0,0
Q96J92,0,0,0,0,0,0,0,0,0,0,0
Q9P243,0,0,0,0,0,0,0,0,0,0,0
A8K8P3,1,1,0,1,0,0,0,0,0,0,0
Q8N398,0,0,0,0,0,0,0,0,0,0,0
P04920,1,1,0,1,0,0,0,0,0,0,0
Q9HBG6,0,0,0,0,1,0,0,0,0,0,0
O60500,0,0,0,0,0,0,0,0,0,0,0
Q9BZV3,0,0,0,0,0,0,0,0,0,0,0
Q9NUA8,0,0,0,0,0,0,0,0,0,0,0
Q9Y219,0,1,0,0,0,0,0,0,0,0,0
Q3B7T1,0,0,0,0,0,0,0,0,0,0,0
Q8NHU2,0,0,0,0,0,0,0,0,0,0,0
Q9H195,0,0,0,0,0,0,0,0,0,0,0
O75155,1,1,0,0,1,0,0,0,0,0,0
Q12791,0,0,0,0,0,0,0,0,0,0,0
P46019,0,0,0,0,1,0,0,0,0,0,0
Q9H0E9,1,0,0,0,0,0,0,0,0,0,0
Q9H2G2,0,0,0,0,0,0,0,0,0,1,0
Q9NVE5,0,0,0,0,0,0,0,0,0,0,0
Q01970,0,0,0,1,0,0,0,0,0,0,0
Q14683,1,1,1,1,0,1,0,0,0,0,1
Q6ZU35,0,0,0,0,0,0,0,0,0,0,0
O95239,0,0,0,0,1,0,0,0,0,0,0
Q9HCE9,0,0,0,1,0,0,0,0,0,0,0
P08603,0,1,0,0,0,0,0,0,0,0,0
Q8NDI1,0,0,0,0,0,0,0,0,0,0,0
Q03112,0,1,0,0,0,0,0,0,0,0,0
O00411,1,1,0,0,0,0,0,0,0,0,1
Q5JUK3,0,0,0,0,0,0,0,0,0,0,0
Q13201,0,0,0,0,0,0,0,0,0,0,0
Q92620,1,1,0,0,0,0,0,0,0,0,0
Q5T481,0,0,0,0,0,0,0,0,0,0,0
Q8IWY9,0,0,0,0,0,0,0,0,0,0,0
P55265,1,1,1,1,1,0,0,0,0,1,0
Q9H7F0,0,0,1,1,0,0,0,0,1,0,0
Q9UPW5,0,0,0,0,0,0,0,0,0,0,0
Q9UQB3,1,0,0,0,0,0,0,0,0,0,0
Q5HYW2,0,0,0,0,0,0,0,0,0,0,0
P53621,1,1,1,1,0,1,1,0,0,0,1
Q9BZH6,1,1,0,0,0,0,0,0,0,0,0
Q8TE57,0,0,0,0,0,0,0,0,0,0,0
Q6ZS17,0,1,0,1,0,0,0,0,0,0,0
Q8WXS8,0,0,0,0,0,0,0,0,0,0,0
Q96JH7,0,0,0,0,0,0,0,0,0,1,0
Q9UPU3,0,0,0,0,0,0,0,0,0,0,0
Q86SQ4,0,0,0,0,0,0,0,0,0,0,0
Q8N1G1,0,0,0,0,0,0,0,0,0,0,0
O60841,1,0,0,1,1,0,0,0,0,0,0
O94979,1,1,0,0,0,0,0,0,0,0,0
A1L390,1,0,0,0,0,0,0,0,0,0,0
Q5T1M5,1,0,1,1,0,0,0,0,1,0,0
Q9NZ71,0,0,0,0,0,0,0,0,0,0,0
Q15393,1,0,1,0,1,1,1,0,0,0,0
Q9UQE7,1,0,0,0,1,1,0,0,0,0,0
Q14687,0,0,0,0,0,0,0,0,0,0,0
Q2NKJ3,0,0,0,0,0,0,0,0,0,0,0
Q16827,0,0,0,0,1,0,0,0,0,0,0
Q9P260,1,0,0,0,0,0,0,0,0,0,0
Q6UXC1,0,0,0,0,0,0,0,0,0,0,0
Q6ZMY3,0,0,0,0,0,0,0,0,0,0,0
Q9UBN7,0,0,0,0,1,0,0,0,0,0,0
Q9HCJ5,1,0,0,0,0,0,0,0,0,0,0
Q8TD43,0,0,0,1,0,0,0,0,0,0,0
P55201,0,1,0,0,0,0,0,0,0,0,0
Q8TAQ2,1,0,1,0,1,0,1,0,0,1,0
O60315,0,0,0,0,0,0,0,0,0,0,0
Q8IZU8,0,0,0,1,0,0,0,0,0,0,0
P55011,0,0,0,0,0,0,0,0,0,0,0
Q9BXT6,0,0,0,0,0,0,0,0,0,0,0
A4D2P6,0,0,0,0,0,0,0,0,0,0,0
P51825,0,0,0,0,1,0,0,0,0,0,0
Q5T8A7,0,0,0,0,0,0,0,0,0,0,0
Q7Z570,0,0,0,0,0,0,0,0,0,0,0
Q86Y13,0,0,1,0,0,0,0,0,0,0,0
Q9UNS1,1,0,0,0,0,0,0,0,0,0,0
O94761,0,0,0,0,0,0,0,0,0,0,0
P01133,0,0,0,0,0,0,0,0,0,0,0
Q8TE59,0,0,0,0,0,0,0,0,0,0,0
Q53EP0,0,0,1,1,0,0,0,1,0,0,0
Q9H0H0,1,0,0,0,1,0,0,0,0,0,0
Q9HAV4,1,1,0,1,1,1,0,0,0,0,0
Q9HD20,0,1,0,1,0,0,0,0,0,0,0
P29474,0,0,0,0,1,0,0,0,0,0,0
Q9P2M7,0,0,1,0,0,0,0,0,0,0,0
O94983,0,1,0,0,0,0,0,0,0,0,0
Q8WXE0,0,0,1,0,0,0,0,0,0,0,0
